Phrase_a_traduire,Phrase_traduite,Sortie_modele
this store sells old books,cette échoppe vend de vieux livres,ce magasin vend de vieux livres
they're coming,elles arrivent,ils viennent
i don't know why tom didn't do it,je ne sais pas pourquoi tom ne l'a pas fait,j'ignore pourquoi tom ne le faisait pas
someone has to pay the bill,il faut que quelqu'un paie la note,quelqu'un doit payer la note
you're very talented,tu es très talentueuse,vous êtes très talentueux
we ate some apples,nous mangeâmes quelques pommes,nous avons mangé des pommes
we meant no harm,nous ne pensions pas à mal,nous ne nous sommes pas mal à mal
everyone in his family is tall,tous les membres de sa famille sont grands,tout le monde dans sa famille est grande
this job has no future,ce métier n'a pas d'avenir,ce travail n'a pas de avenir
i can't bear this any longer,je ne peux le supporter plus longtemps,je ne peux supporter ça plus longtemps
none of their promises have been kept,aucune de leurs promesses n'ont été tenues,aucun d'entre leurs promesses n'a été continué
i wrote it,je l'ai écrit,je l'ai écrit
this theory is too difficult for me to comprehend,cette théorie est trop difficile pour que je puisse la comprendre,cette théorie est trop difficile pour me faire de comprendre
i'll help you within the limits of my ability,je t'aiderai dans la mesure de mes possibilités,je vous aiderai dans la capacité de mes options
we eat more processed food than natural food,nous mangeons davantage de nourriture industrielle que de naturelle,nous devons manger plus de nourriture que la nourriture
do you know how to drive,sais tu conduire,sais tu comment conduire
aren't you too young to smoke,n'êtes vous pas trop jeune pour fumer,n'es tu pas trop jeune pour fumer
i'm bored right now,je m'ennuie en ce moment,je m'ennuie à l'instant
she advised him to go to the police station,elle lui conseilla d'aller au poste de police,elle lui conseilla d'aller à la police
we're going east,nous nous dirigeons à l'est,nous allons à proximité
he writes to me once in a while,il m'écrit une fois de temps en temps,il me écrit une fois
tom is always very aggressive,tom est toujours très agressif,tom est toujours très agressif
who else knows about your secret,qui d'autre connaît ton secret,qui d'autre sait il de ton secret
he will reach hakodate tonight,il arrivera à hakodate ce soir,il va se mettre à la nuit
my mother made me a sweater,ma mère me confectionna un chandail,ma mère m'a confectionné un chandail
please don't distract me from my work,ne me distrais pas de mon travail je te prie,ne me dérange pas de mon travail s'il te plaît
he dropped in on me,il m'a rendu une petite visite,il m'a laissé tomber dessus
that's very considerate of you,c'est très prévenant de votre part,c'est très prévenant de ta part
are you leaving soon,tu pars bientôt,pars tu bientôt
i'm too tired to think about that now,je suis trop fatigué pour y réfléchir maintenant,je suis trop fatigué pour réfléchir à ce moment
how big is the sun,de quelle taille est le soleil,quelle taille est le soleil
germs can cause sickness,les germes peuvent provoquer des maladies,les abeilles peuvent causer des gens
why can't we talk now,pourquoi ne pouvons nous pas parler maintenant ,pourquoi ne pouvons nous pas parler maintenant
it seems a cruel thing to clip a bird's wings,couper les ailes d'un oiseau semble une chose cruelle,il semble une erreur de peur de devenir une entreprise
i went to nagasaki,je suis allé à nagasaki,je suis allé à déménager
he always speaks of the government with contempt,il parle toujours du gouvernement avec mépris,il parle toujours du gouvernement avec une objection
how long will it take to get there,combien de temps cela prendra t il pour arriver là bas ,combien de temps cela prendra t il là bas
i hope you have a good time,j'espère que vous passez du bon temps,j'espère que vous avez du bon temps
are you sure that's safe,es tu sûr que c'est sûr,êtes vous sûres que c'est en sécurité
the committee meets twice a month,le comité se réunit deux fois par mois,le comité traversa deux fois par mois
i'm not sure of anything,je ne suis sûr de rien,je ne suis pas sûre de quoi que ce soit
i'm having a very difficult time today,ma journée est très dure aujourd'hui,je vais avoir une très difficile aujourd'hui
i almost dropped the plates,j'ai presque fait tomber les assiettes,j'ai presque laissé les ongles
this work has to be finished by monday,ce travail doit être terminé d'ici lundi,ce travail doit être fini en lundi
tom has a problem with mary,tom a un problème avec mary,tom a un problème avec mary
don't worry we'll find it,ne t'inquiète pas nous la trouverons,ne t'inquiète pas nous le le sera
they may leave tomorrow,eux peuvent partir demain,ils peuvent partir demain
i think we're safe for a while,je pense que nous sommes en sécurité pour un moment,je pense que nous sommes en sécurité
i can't make you any promises,je ne peux rien te promettre,je ne peux pas vous faire des promesses
why did they do that,pourquoi elles ont fait ça,pourquoi ont ils fait cela
let me make plain what i mean,laisse moi clarifier ce que je veux dire,fais moi comprendre ce que je veux dire
the doctor is taking care of tom,le docteur prend soin de tom,le médecin est en train de prendre soin de tom
don't fret,ne te tracasse pas,ne te tracasse pas
take me home,amène moi à la maison,prends moi à la maison
i like candlelight,j’aime la lumière des bougies,j'aime les épaules
they announced the date of their wedding in the newspaper,ils ont annoncé la date de leur mariage dans le journal,ils ont volé la date de leur mariage
i'll finish it in two or three minutes,je vais le terminer dans deux ou trois minutes,je le dirai deux minutes ou trois minutes
as we ate our meal we talked about what we had done that day,en mangeant notre repas nous avons parlé de ce que nous avions fait ce jour là,comme nous avons mangé notre repas nous avons parlé ce jour là
you're very wise,vous êtes fort avisé,vous êtes très sage
have you eaten breakfast yet,avez vous déjà petit déjeuné,as tu encore déjeuné
they can add something if they wish,ils peuvent ajouter autre chose s'ils le souhaitent,ils peuvent ajouter quelque chose si ils aiment
i gave him a call,je lui ai téléphoné,je lui ai donné un appel
i plan to study this afternoon after i get home,je prévois de bûcher cet après midi après être rentré chez moi,je prévois d'étudier cette après midi après rentrer chez moi
she gave me a book for christmas,elle m'a offert un livre pour noël,elle m'a donné un livre pour noël
are you still upset about what happened,es tu encore contrariée à propos de ce qui s'est passé,êtes vous encore contrarié à propos de ce qui s'est passé
i really have to go,il me faut vraiment m'en aller,il me faut vraiment y aller
get on with it,continuez,sors avec ça
i ache all over,mon corps me fait mal,je me suis mal à bord
i want to buy a pair of ski boots,je veux acheter une paire de chaussures de ski,je veux acheter une paire de chaussures
tom injured himself when he jumped out of the window,tom s'est blessé lorsqu'il a sauté par la fenêtre,tom se fit il en train de sortir de la fenêtre
you're on the wrong ship,tu es sur le mauvais bateau,vous êtes sur le mauvais bateau
i didn't see any tigers,je n'ai pas vu de tigres,je n'ai pas vu des respect
may i borrow it,puis je l'emprunter ,puis je emprunter
he showed his photograph album to me,il me montra son album photo,il m'a montré son album photo
why are you sweating so much,pourquoi suez vous autant ,pourquoi joues tu autant
get back in the van,retournez dans le van,retourne dans la salle de prêt
i guess you must be very hungry,je suppose que vous devez avoir très faim,je suppose que vous devez être très faim
watching tv is a passive activity,regarder la télé est une activité passive,regarder la télévision est une saison de terre
they want you dead,ils vous veulent morte,ils veulent que vous êtes mort
mary stayed up late last night,marie a veillé tard la nuit dernière,mary est resté tard la nuit dernière
tom loves being outdoors,tom adore être dehors,tom adore être à l'extérieur
she inferred from his silence that he was angry,elle déduisit de son silence qu'il était en colère,elle a grandi au silence qu'il était en colère
i figured i might find you here,j'ai songé que je pourrais te trouver là,j'ai songé que je pourrais te trouver ici
can you show me how this works,peux tu me montrer comment ceci fonctionne,peux tu me montrer comment ça fonctionne
beautiful day isn't it,belle journée n'est ce pas ,belle journée n'est ce pas
i do not want to reply to his letter,je ne veux pas répondre à sa lettre,je ne veux pas répondre à sa lettre
they're not going to catch us,ils ne vont pas nous attraper,ils ne vont pas nous attraper
that's a pretty good idea,c'est une assez bonne idée,c'est une bonne idée
no one's that desperate,personne n'est si désespéré,personne n'est si libre
i'd like to take a couple of days off next week,j'aimerais prendre deux jours de congé la semaine prochaine,j'aimerais prendre quelques jours de congé la semaine prochaine
