Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> a strong wind severed the electric wires in several places . <end>, <start> un vent fort a rompu les cables electriques dans plusieurs endroits . <end>,un vent fort a rompu les cables electriques dans plusieurs endroits . 
 <start> such a person is seldom dull . <end>, <start> une telle personne est rarement ennuyeuse . <end>,une telle personne est rarement ennuyeuse . 
" <start> i m sorry , i didn t hear you . <end>"," <start> je suis desole , je ne t ai pas entendu . <end>","je suis desole , je ne vous ai pas entendues . "
 <start> i m going to tell tom that . <end>, <start> je vais dire ca a tom . <end>,je vais dire ca a tom . 
 <start> please answer me . <end>," <start> s il te plait , reponds moi . <end>","reponds moi , s il te plait . "
 <start> my uncle has been diagnosed with leukemia . <end>, <start> on a pose a mon oncle le diagnostic de leucemie . <end>,mon oncle a ete demande le diagnostic de leucemie . 
 <start> they decided on the date and location of their wedding . <end>, <start> elles ont decide de la date et du lieu de leur mariage . <end>,ils ont decide de la date et l endroit de leur mariage . 
 <start> the door will be painted tomorrow . <end>, <start> la porte sera peinte demain . <end>,la porte sera peinte demain . 
 <start> my son still believes in santa claus . <end>, <start> mon fils croit toujours au pere noel . <end>,mon fils croit encore au pere noel . 
 <start> i look forward to reading your new novel . <end>, <start> je suis impatiente de lire votre nouveau roman . <end>,j ai hate de lire votre nouveau roman . 
 <start> i only wanted to be helpful . <end>, <start> je voulais juste me rendre utile . <end>,je voulais juste etre utile . 
 <start> i forgot how beautiful it was here . <end>," <start> j avais oublie a quel point c etait beau , ici . <end>",j ai oublie ce qu il etait beau ici . 
 <start> tom locked himself in his room and cried . <end>, <start> tom s est enferme dans sa chambre et a pleure . <end>,tom se enferme dans sa chambre et pleura . 
 <start> tom wanted to spend some time in the country . <end>, <start> tom voulait passer quelque temps dans le pays . <end>,tom voulait passer du temps dans le pays . 
 <start> i suppose i d better leave . <end>, <start> je suppose que je ferais mieux de partir . <end>,je pense que je ferais mieux de partir . 
 <start> give the devil his due . <end>, <start> donne au diable ce qui lui revient . <end>,donne au diable son apparence . 
 <start> i ll come on may rd . <end>, <start> je viendrai le mai . <end>,je viendrai le mai . 
 <start> the black umbrella is tom s . <end>, <start> le parapluie noir est a tom . <end>,le parapluie noir est a tom . 
 <start> do you know a good restaurant ? <end>, <start> connaissez vous un bon restaurant ? <end>,connais tu un restaurant ? 
 <start> no sooner had he arrived than he fell sick . <end>, <start> a peine etait il arrive qu il tomba malade . <end>,a peine etait il arrive qu il tomba malade . 
 <start> i ll bring the glasses . <end>, <start> j apporte des verres . <end>,j apporterai mes lunettes . 
 <start> i erased the blackboard for the teacher . <end>, <start> j ai efface le tableau pour la maitresse . <end>,j ai transmis le tableau pour la maitresse . 
 <start> greece has many islands . <end>, <start> la grece a beaucoup d iles . <end>,la grece a beaucoup d iles . 
 <start> i ll stay out of your way . <end>, <start> je resterai a l ecart de ton chemin . <end>,je vais sortir de votre chemin . 
 <start> the population of new york is smaller than that of tokyo . <end>, <start> la population de new york est moins importante que celle de tokyo . <end>,la population de cote est plus petite que celui de tokyo . 
 <start> tom is good at making paper airplanes . <end>, <start> tom est doue pour fabriquer des avions en papier . <end>,tom est bon pour fabriquer des avions en papier . 
 <start> he is reading a book . <end>, <start> il lit un livre . <end>,il est en train de lire un livre . 
 <start> i don t even know why we re going . <end>, <start> j ignore meme pourquoi nous y allons . <end>,je ne sais meme pas pourquoi nous y allons . 
 <start> we can either go to the beach or go mountain climbing . we can t do both . <end>, <start> nous pouvons soit aller a la plage soit aller faire de l alpinisme . nous ne pouvons pas faire les deux . <end>,nous pouvons soit alles a la plage soit aller a l alpinisme . nous ne pouvons pas faire les deux . 
 <start> he admitted his defeat . <end>, <start> il a admis sa defaite . <end>,il a admis sa defaite . 
 <start> i got injured doing that . <end>, <start> je me suis blesse en faisant ca . <end>,je me suis blessee en faisant ca . 
 <start> it rained five successive days . <end>, <start> il a plu cinq jours d affilee . <end>,il a plu cinq jours consecutifs . 
 <start> how do you write your last name ? <end>, <start> comment s ecrit votre nom de famille ? <end>,comment ecrivez vous votre nom de famille ? 
 <start> i had a good sleep last night . <end>, <start> j ai bien dormi la nuit derniere . <end>,j ai passe une bonne nuit hier soir . 
" <start> hey , guys . what s up ? <end>"," <start> he , les gars ! quoi de neuf ? <end>","he , les garcons et ca ? "
 <start> i lived in sasayama two years ago . <end>, <start> j ai vecu a sasayama il y a deux ans . <end>,j ai vecu a sasayama il y a deux ans . 
 <start> what is the most popular movie now ? <end>, <start> quel est le film le plus populaire actuellement ? <end>,quel est le film le plus populaire actuellement ? 
 <start> they admitted her to the hospital . <end>, <start> ils l admirent a l hopital . <end>,ils l admirent a l hopital . 
 <start> you don t have to answer . <end>, <start> vous n etes pas obligees de repondre . <end>,vous n etes pas oblige de repondre . 
 <start> are you a wizard ? <end>, <start> es tu un sorcier ? <end>,es tu un sorcier ? 
 <start> don t talk in the classroom . <end>, <start> ne parle pas en classe . <end>,ne parle pas dans la salle de classe . 
 <start> please take a seat . <end>," <start> prenez place , je vous prie ! <end>","asseyez vous , s il vous plait . "
 <start> you need an ambulance . <end>, <start> vous avez besoin d une ambulance . <end>,tu as besoin d une ambulance . 
 <start> he is english . <end>, <start> il est anglais . <end>,il est anglais . 
 <start> how did they come by all that wealth ? <end>, <start> comment sont ils devenus si riches ? <end>,comment sont ils devenus si riches ? 
 <start> i love movies . <end>, <start> j adore le cinema . <end>,j adore les films . 
 <start> they were frustrated . <end>, <start> elles etaient frustrees . <end>,ils etaient frustres . 
 <start> you may pay in advance for your order . <end>, <start> vous pouvez payer votre commande d avance . <end>,vous pouvez payer votre commande . 
 <start> i d like to think about it . <end>, <start> j aimerais y reflechir . <end>,j aimerais y reflechir . 
 <start> all his hopes evaporated when he lost his only son in the war . <end>, <start> tous ses espoirs sont partis en fumee quand il a perdu son fils pendant la guerre . <end>,tous ses espoirs se posa son fils unique dans la guerre . 
 <start> tom gave this apple to me . <end>, <start> tom m a donne cette pomme . <end>,tom m a donne cette pomme . 
" <start> we can t be sure about that , can we ? <end>"," <start> nous ne pouvons pas etre sur a ce propos , n est ce pas ? <end>","nous ne pouvons etre sur de cela , si ? "
 <start> my sister s going to kill me . <end>, <start> ma s ur va me tuer . <end>,ma s ur va me tuer . 
 <start> would you consider this a good proposal ? <end>, <start> considererais tu ceci comme une bonne proposition ? <end>,considererais tu reflechir a cette proposition ? 
 <start> the girl caught a small fish . <end>, <start> la fille attrapa un petit poisson . <end>,la jeune fille a attrape un petit poisson . 
 <start> it goes without saying that it was supremely difficult to carry out this mission . <end>, <start> il va sans dire qu il fut extremement difficile d executer cette mission . <end>,il va sans dire qu il fut extremement difficile de mener a cette mission . 
 <start> you re very busy . <end>, <start> vous etes tres occupee . <end>,tu es tres occupee . 
 <start> we re going to begin . <end>, <start> nous allons commencer . <end>,nous allons commencer . 
 <start> please close the door behind you . <end>, <start> veuillez refermer la porte derriere vous . <end>,"fermez la porte derriere vous , s il vous plait . "
 <start> he received a large sum of money in compensation for his injury . <end>, <start> il recut une importante somme d argent en compensation de sa blessure . <end>,il recut une importante somme d argent en compensation de sa blessure . 
 <start> i was sure of it . <end>, <start> j en etais sure . <end>,j en etais sure . 
 <start> i want to know where they hid the money . <end>, <start> je veux savoir ou elles ont cache l argent . <end>,je veux savoir ou ils ont dissimule l argent . 
 <start> i hope you won t be too disappointed . <end>, <start> j espere que vous ne serez pas trop decus . <end>,j espere que vous ne serez pas trop decus . 
 <start> everyone is unique . <end>, <start> tout le monde est unique . <end>,tout le monde est unique . 
 <start> they re weak . <end>, <start> ils sont faibles . <end>,elles sont faibles . 
 <start> perhaps i was wrong . <end>, <start> peut etre me suis je trompe . <end>,peut etre me suis je trompe . 
 <start> you should listen to his advice . <end>, <start> tu devrais ecouter son conseil . <end>,tu devrais ecouter son conseil . 
 <start> i don t intend to answer any questions . <end>, <start> je n ai pas l intention de repondre a de quelconques questions . <end>,je n ai pas l intention de repondre a des questions . 
 <start> you know where the problem lies . <end>, <start> tu sais ou se trouve le probleme . <end>,tu sais ou se trouve le probleme . 
 <start> he is off duty today . <end>, <start> il n est pas en service aujourd hui . <end>,il est de garde aujourd hui . 
 <start> i don t believe we ve met . <end>, <start> je ne crois pas que nous nous soyons rencontrees . <end>,je ne crois pas que nous nous soyons rencontrees . 
 <start> i can hear a cat scratching at the window . <end>, <start> j entends un chat qui gratte a la fenetre . <end>,j entends un chat qui gratte a la fenetre . 
 <start> you ve been warned . <end>, <start> on t a prevenu . <end>,vous avez ete prevenu . 
 <start> you must respect your elders . <end>, <start> vous devez respecter vos ainees . <end>,tu dois respecter tes ainees . 
 <start> he s a weak willed man . <end>, <start> c est un homme de faible volonte . <end>,c est une faible roue . 
 <start> what alleviates the pain ? <end>, <start> qu est ce qui soulage la douleur ? <end>,quelle est la douleur ? 
 <start> tom and i are both waiting for mary . <end>, <start> tom et moi attendons tous les deux mary . <end>,tom et moi attendons tous les deux mary . 
 <start> you could be one of them . <end>, <start> tu pourrais etre l un d eux . <end>,vous pourriez en etre un . 
 <start> you re the only one i trust . <end>, <start> tu es la seule en qui j ai confiance . <end>,tu es la seule en qui j ai confiance . 
 <start> they are willing to talk about the problem . <end>, <start> ils sont disposes a discuter du probleme . <end>,ils sont disposes a discuter du probleme . 
