Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i m the only one planning to do that . <end>, <start> je ne suis pas le seul a prevoir de le faire . <end>,je ne suis pas le seul a avoir a le faire . 
 <start> the rescuers searched the surroundings in hopes of finding the child . <end>, <start> les sauveteurs ont cherche aux alentours dans l espoir de trouver l enfant . <end>,le monte a fouille les montagnes sont en augmentation de l enfant . 
 <start> you can t blame this on me . <end>, <start> vous ne pouvez pas me le reprocher . <end>,vous ne pouvez pas me le reprocher . 
 <start> i can t stand it anymore . <end>, <start> je n arrive plus a le supporter . <end>,je ne peux plus supporter ca . 
 <start> she sometimes writes to her son . <end>, <start> elle ecrit parfois a son fils . <end>,elle ecrit soudain pour son fils . 
 <start> he delivered a speech . <end>, <start> il a prononce un discours . <end>,il prononca un discours . 
 <start> tom didn t love mary as much as she loved him . <end>, <start> tom n aimait pas marie autant qu elle l aimait . <end>,tom n aimait pas marie autant qu elle l aimait . 
 <start> i love my new job . <end>, <start> j adore mon nouveau boulot . <end>,j adore mon nouveau travail . 
 <start> is that unusual ? <end>, <start> est ce inhabituel ? <end>,est ce inhabituel ? 
 <start> i wore a coat so i wouldn t catch a cold . <end>," <start> je portais un manteau , pour ne pas attraper froid . <end>",j ai porte un manteau pour ne pas contracter un rhume . 
 <start> i guess i was lucky . <end>, <start> je suppose que j ai eu de la chance . <end>,j imagine avoir de la chance . 
 <start> i never wanted to harm you . <end>, <start> je n ai jamais voulu vous faire de mal . <end>,je n ai jamais voulu te faire de mal . 
 <start> i can t eat any more . <end>, <start> je ne peux rien avaler de plus . <end>,je ne peux pas manger plus . 
 <start> who stayed ? <end>, <start> qui est reste ? <end>,qui est reste ? 
 <start> a dolphin is a mammal . <end>, <start> un dauphin est un mammifere . <end>,un dauphin est un mammifere . 
 <start> you didn t have to wake me up . <end>, <start> tu n avais pas besoin de me reveiller . <end>,tu n etais pas oblige de me reveiller . 
 <start> will she go to america next year ? <end>, <start> ira t elle en amerique l an prochain ? <end>,ira t elle en amerique l an prochain ? 
 <start> i think you owe me an explanation . <end>, <start> je pense que tu me dois une explication . <end>,je pense que vous me devez une explication . 
 <start> what do you want to drink ? <end>, <start> que veux tu boire ? <end>,que veux tu boire ? 
 <start> you know as well as i do that tom isn t a very good singer . <end>, <start> vous savez aussi bien que moi que tom n est pas un tres bon chanteur . <end>,tu sais aussi bien que moi que tom n est pas un tres bon chanteur . 
 <start> please tell me what this means . <end>," <start> dis moi ce que ceci signifie , s il te plait . <end>",veuillez me dire ce que ceci signifie . 
 <start> i was sorry . <end>, <start> je fus desole . <end>,je fus desolee . 
 <start> you ve got a pretty good memory . <end>, <start> tu es dotee d une assez bonne memoire . <end>,tu es dotee d une assez bonne memoire . 
 <start> don t give up on your dreams . <end>, <start> ne renoncez pas a vos reves ! <end>,n abandonne pas tes reves ! 
 <start> i sat down next to him . <end>, <start> je m assis a son cote . <end>,je m assise a cote de lui . 
 <start> is he dead ? <end>, <start> est il decede ? <end>,est il mort ? 
 <start> we often have barbecue parties in our backyard . <end>, <start> on fait souvent des barbecues dans notre jardin . <end>,nous avons souvent fait des barbecues dans notre jardin . 
 <start> you re starting to scare me . <end>, <start> tu commences a me faire peur . <end>,tu commences a me faire peur . 
 <start> please remember to wake me up at seven tomorrow morning . <end>," <start> rappelle toi de me reveiller a sept heures demain matin , s il te plait . <end>","rappelle toi de me reveiller a sept heures , demain matin s il te plait . "
 <start> she cut the cake in two . <end>, <start> elle coupa le gateau en deux . <end>,elle coupa le gateau en deux . 
 <start> this is the most comfortable chair i ve sat on in a long time . <end>, <start> c est la chaise la plus confortable dans laquelle je me sois assis depuis longtemps . <end>,c est la personne la plus confortable de ma part . 
 <start> have you ever seen a tiger around here ? <end>, <start> avez vous deja vu un tigre dans les environs ? <end>,avez vous deja vu un tigre ici ? 
 <start> i once worked in a restaurant . <end>, <start> j ai deja travaille dans un restaurant . <end>,j ai deja travaille dans un restaurant . 
 <start> i don t want to share the hotel room with a stranger . <end>, <start> je ne veux pas partager la chambre d hotel avec un inconnu . <end>,je ne veux pas partager l hotel avec un etranger . 
 <start> i didn t mean to interrupt you . <end>, <start> je ne voulais pas vous interrompre . <end>,je n avais pas l intention de t interrompre . 
 <start> there was only a little milk left in the bottle . <end>, <start> il ne restait plus qu un peu de lait dans la bouteille . <end>,il n y avait nulle qu un peu de lait dans la bouteille . 
 <start> is it all wrong ? <end>, <start> est ce tout faux ? <end>,tout est il vraiment ? 
 <start> this is the worst movie i have ever seen . <end>, <start> c est le pire film que j ai jamais vu . <end>,c est le pire film que j ai jamais vue . 
 <start> he couldn t get his ideas across to the students . <end>, <start> il etait incapable de faire passer ses idees aux etudiants . <end>,il n a pas pu faire enlever ses idees aux etudiants . 
 <start> we have to put right what we have done wrong . <end>, <start> il nous faut redresser nos torts . <end>,nous devons mettre precisement ce que nous avons fait de mal . 
 <start> the crowd got out of control and broke through the fence . <end>, <start> la foule devint incontrolable et forca la palissade . <end>,la foule devint incontrolable et forca la palissade . 
 <start> he s a talented young director . <end>, <start> c est un jeune metteur en scene plein de talent . <end>,c est un jeune directeur plein de talent . 
 <start> you can get a lot of bang for your buck at this store . <end>, <start> on peut largement en avoir pour son argent dans ce magasin . <end>,on peut largement en avoir pour ton argent dans ce magasin . 
" <start> hurry up , or you ll be late for school . <end>"," <start> depeche toi , ou tu seras en retard pour l ecole . <end>","depeche toi , ou tu seras en retard pour l ecole . "
 <start> the soup s cold . <end>, <start> le potage est froid . <end>,la soupe de la soupe est froide . 
 <start> they said they were leaving . <end>, <start> elles ont dit qu elles partaient . <end>,ils ont dit qu ils partaient . 
 <start> she advised him to read those books . <end>, <start> elle m a conseille de lire ces livres . <end>,elle lui recommanda de lire ces livres . 
 <start> i couldn t attend that party because i was sick . <end>, <start> je n ai pas pu participer a cette fete parce que j etais malade . <end>,je ne pouvais m empecher de faire la fete parce que j etais malade . 
 <start> do you remember what she said ? <end>, <start> vous rappelez vous ce qu elle a dit ? <end>,vous rappelez vous ce qu elle a dit ? 
 <start> you may as well leave such a decision to your daughter . <end>, <start> vous pouvez tout aussi bien laisser une telle decision a votre fille . <end>,vous pouvez tout aussi bien laisser une telle decision a votre fille . 
 <start> why are you so tired today ? <end>, <start> pourquoi etes vous si fatiguee aujourd hui ? <end>,pourquoi es tu si fatiguee aujourd hui ? 
 <start> catch me if you can . <end>, <start> attrape moi si tu peux . <end>,attrape moi si tu le peux ! 
 <start> i ate some cake . <end>, <start> je mangeais du gateau . <end>,j ai mange du gateau . 
 <start> a leading specialist was brought in to authenticate the painting . <end>, <start> un expert de premier plan fut convoque pour authentifier le tableau . <end>,un fond a ete amene aux yeux jusqu au tableau . 
 <start> tom will never make it . <end>, <start> tom n y arrivera jamais . <end>,tom ne fera jamais cela . 
 <start> this tv show is aimed at children . <end>, <start> cette emission tele est destinee aux enfants . <end>,cette emission tele est destinee aux enfants . 
 <start> tom was lucky to find his keys . <end>, <start> tom a eu de la chance de trouver ses clefs . <end>,tom a eu de la chance de trouver ses clefs . 
 <start> how about running ? <end>, <start> que penses tu de courir ? <end>,et si nous courions ? 
 <start> they gave up their plan to climb mt . fuji . <end>, <start> ils ont abandonne leur projet d escalader le mont fuji . <end>,ils ont abandonne leur projet d escalader le mont fuji . 
 <start> don t you want something to eat ? <end>, <start> ne voulez vous pas quelque chose a manger ? <end>,ne veux tu pas quelque chose a manger ? 
 <start> you re putting me on . <end>, <start> tu te fous de moi . <end>,vous vous foutez de moi . 
 <start> i don t remember anything . <end>, <start> je ne me souviens de rien . <end>,je ne me rappelle pas de quoi que ce soit . 
 <start> some people are just weird . <end>, <start> certaines personnes sont simplement bizarres . <end>,certaines personnes sont simplement bizarres . 
 <start> you must be in good physical condition . <end>, <start> vous devez etre en bonne condition physique . <end>,vous devez etre en bonne condition physique . 
 <start> tom gave his dog a hug . <end>, <start> tom a fait un calin a son chien . <end>,tom a un calin a son chien . 
 <start> it s said that nothing is more precious than time . <end>, <start> on dit qu il n est rien de plus precieux que le temps . <end>,on dit que rien n est plus precieux que le temps . 
 <start> i feel like taking a day off tomorrow . <end>, <start> j ai envie de prendre un jour de conge demain . <end>,j ai envie de prendre un jour de conge demain . 
 <start> i hope you understand that . <end>, <start> j espere que vous comprenez cela . <end>,j espere que vous comprenez cela . 
 <start> things are looking great . <end>, <start> les choses se presentent tres bien . <end>,les choses se presentent tres bien . 
 <start> i m afraid you have the wrong number . <end>, <start> je crains que vous n ayez le mauvais numero . <end>,j ai peur que tu aies mauvais numero . 
 <start> i can t stand it anymore . <end>, <start> je ne parviens plus a le supporter . <end>,je ne peux plus supporter ca . 
 <start> give me the keys . i ll drive . <end>, <start> donne moi les cles . je conduirai . <end>,donne moi les cles . je conduirai . 
 <start> he is a spoiled child . <end>, <start> c est un enfant pourri gate . <end>,c est un enfant gate . 
 <start> i m scared of heights . <end>, <start> j ai peur de la hauteur . <end>,j ai peur de la hauteur . 
 <start> my doctor told me to put the eyedrops in my eyes three times a day . <end>, <start> mon medecin m a dit de me mettre les gouttes dans les yeux trois fois par jour . <end>,mon docteur m a dit de me mettre les gouttes dans les yeux trois fois par jour . 
 <start> i just want to help you relax . <end>, <start> je veux juste t aider a te detendre . <end>,je veux juste vous aider a vous detendre . 
